    1.03379e+06: (0,0%,0%) #000000 hsv(0,0%,0%)
    10: (4,7.04225%,83.5294%) #0312D5 hsv(4,7.04225%,83.5294%)
    8: (4,7.07547%,83.1373%) #0312D4 hsv(4,7.07547%,83.1373%)
    5: (4,7.109%,82.7451%) #0312D3 hsv(4,7.109%,82.7451%)
    5: (4,7.14286%,82.3529%) #0312D2 hsv(4,7.14286%,82.3529%)
    3: (4,7.17703%,81.9608%) #0312D1 hsv(4,7.17703%,81.9608%)
    3: (4,7.21154%,81.5686%) #0312D0 hsv(4,7.21154%,81.5686%)
    7: (4,7.24638%,81.1765%) #0312CF hsv(4,7.24638%,81.1765%)
    5: (4,7.28155%,80.7843%) #0313CE hsv(4,7.28155%,80.7843%)
    5: (4,7.31707%,80.3922%) #0313CD hsv(4,7.31707%,80.3922%)
    8: (4,7.35294%,80%) #0313CC hsv(4,7.35294%,80%)
    10: (4,7.38916%,79.6078%) #0313CB hsv(4,7.38916%,79.6078%)
    9: (4,7.42574%,79.2157%) #0313CA hsv(4,7.42574%,79.2157%)
    2: (4,7.46269%,78.8235%) #0313C9 hsv(4,7.46269%,78.8235%)
    6: (4,7.5%,78.4314%) #0313C8 hsv(4,7.5%,78.4314%)
    4: (4,7.53769%,78.0392%) #0313C7 hsv(4,7.53769%,78.0392%)
    8: (4,7.57576%,77.6471%) #0313C6 hsv(4,7.57576%,77.6471%)
    2: (4,7.61421%,77.2549%) #0313C5 hsv(4,7.61421%,77.2549%)
    3: (4,7.65306%,76.8627%) #0314C4 hsv(4,7.65306%,76.8627%)
    5: (4,7.69231%,76.4706%) #0314C3 hsv(4,7.69231%,76.4706%)
    3: (4,7.73196%,76.0784%) #0314C2 hsv(4,7.73196%,76.0784%)
    2: (4,7.77202%,75.6863%) #0314C1 hsv(4,7.77202%,75.6863%)
    1: (4,7.8125%,75.2941%) #0314C0 hsv(4,7.8125%,75.2941%)
    2: (4,7.8534%,74.902%) #0314BF hsv(4,7.8534%,74.902%)
    1: (4,7.89474%,74.5098%) #0314BE hsv(4,7.89474%,74.5098%)
    1: (5.45455,5.91398%,72.9412%) #040FBA hsv(5.45455,5.91398%,72.9412%)
    1: (6,9.17431%,85.4902%) #0417DA hsv(6,9.17431%,85.4902%)
    2: (6.66667,100%,3.52941%) #05FF09 hsv(6.66667,100%,3.52941%)
    1: (10,7.82609%,90.1961%) #0714E6 hsv(10,7.82609%,90.1961%)
    1: (10,7.86026%,89.8039%) #0714E5 hsv(10,7.86026%,89.8039%)
    1: (10,7.89474%,89.4118%) #0714E4 hsv(10,7.89474%,89.4118%)
    6: (10,7.9646%,88.6275%) #0714E2 hsv(10,7.9646%,88.6275%)
    5: (10,8%,88.2353%) #0714E1 hsv(10,8%,88.2353%)
    9: (10,8.03571%,87.8431%) #0714E0 hsv(10,8.03571%,87.8431%)
    8: (10,8.07175%,87.451%) #0715DF hsv(10,8.07175%,87.451%)
    11: (10,8.10811%,87.0588%) #0715DE hsv(10,8.10811%,87.0588%)
    11: (10,8.1448%,86.6667%) #0715DD hsv(10,8.1448%,86.6667%)
    8: (10,8.18182%,86.2745%) #0715DC hsv(10,8.18182%,86.2745%)
    20: (10,8.21918%,85.8824%) #0715DB hsv(10,8.21918%,85.8824%)
    14: (10,8.25688%,85.4902%) #0715DA hsv(10,8.25688%,85.4902%)
    11: (10,8.29493%,85.098%) #0715D9 hsv(10,8.29493%,85.098%)
    13: (10,8.33333%,84.7059%) #0715D8 hsv(10,8.33333%,84.7059%)
    12: (10,8.37209%,84.3137%) #0715D7 hsv(10,8.37209%,84.3137%)
    3: (10,8.41121%,83.9216%) #0715D6 hsv(10,8.41121%,83.9216%)
    7: (10,8.4507%,83.5294%) #0716D5 hsv(10,8.4507%,83.5294%)
    2: (10,8.49057%,83.1373%) #0716D4 hsv(10,8.49057%,83.1373%)
    1: (10,8.57143%,82.3529%) #0716D2 hsv(10,8.57143%,82.3529%)
    1: (10,8.61244%,81.9608%) #0716D1 hsv(10,8.61244%,81.9608%)
    1: (10,8.65385%,81.5686%) #0716D0 hsv(10,8.65385%,81.5686%)
    1: (10,8.69565%,81.1765%) #0716CF hsv(10,8.69565%,81.1765%)
    1: (10,8.867%,79.6078%) #0717CB hsv(10,8.867%,79.6078%)
    16: (10,100%,2.35294%) #07FF06 hsv(10,100%,2.35294%)
    2: (10.5882,8.05687%,82.7451%) #0815D3 hsv(10.5882,8.05687%,82.7451%)
    3: (10.5882,8.09524%,82.3529%) #0815D2 hsv(10.5882,8.09524%,82.3529%)
    3: (10.5882,8.13397%,81.9608%) #0815D1 hsv(10.5882,8.13397%,81.9608%)
    1: (10.5882,8.17308%,81.5686%) #0815D0 hsv(10.5882,8.17308%,81.5686%)
    4: (10.5882,8.21256%,81.1765%) #0815CF hsv(10.5882,8.21256%,81.1765%)
    3: (10.5882,8.25243%,80.7843%) #0815CE hsv(10.5882,8.25243%,80.7843%)
    6: (10.5882,8.29268%,80.3922%) #0815CD hsv(10.5882,8.29268%,80.3922%)
    2: (10.5882,8.33333%,80%) #0815CC hsv(10.5882,8.33333%,80%)
    2: (10.5882,8.37438%,79.6078%) #0815CB hsv(10.5882,8.37438%,79.6078%)
    1: (10.5882,8.41584%,79.2157%) #0815CA hsv(10.5882,8.41584%,79.2157%)
    1: (12,55.5556%,3.52941%) #098E09 hsv(12,55.5556%,3.52941%)
    2: (12,71.4286%,2.7451%) #09B607 hsv(12,71.4286%,2.7451%)
    13: (12,83.3333%,2.35294%) #09D506 hsv(12,83.3333%,2.35294%)
    35: (12,100%,1.96078%) #09FF05 hsv(12,100%,1.96078%)
    2: (13.3333,100%,3.52941%) #09FF09 hsv(13.3333,100%,3.52941%)
    13: (15,100%,1.56863%) #0BFF04 hsv(15,100%,1.56863%)
    7: (17.1429,100%,2.7451%) #0CFF07 hsv(17.1429,100%,2.7451%)
    4: (20,100%,2.35294%) #0EFF06 hsv(20,100%,2.35294%)
    1: (22.5,100%,3.13725%) #10FF08 hsv(22.5,100%,3.13725%)
    10: (24,100%,1.96078%) #11FF05 hsv(24,100%,1.96078%)
    2: (25.7143,100%,2.7451%) #12FF07 hsv(25.7143,100%,2.7451%)
    176: (30,100%,0.784314%) #15FF02 hsv(30,100%,0.784314%)
    3: (30,100%,2.35294%) #15FF06 hsv(30,100%,2.35294%)
    1: (36,100%,1.96078%) #1AFF05 hsv(36,100%,1.96078%)
    1: (40,16.6667%,7.05882%) #1C2B12 hsv(40,16.6667%,7.05882%)
    1: (40,50%,2.35294%) #1C8006 hsv(40,50%,2.35294%)
    4: (40,60%,1.96078%) #1C9905 hsv(40,60%,1.96078%)
    16: (40,75%,1.56863%) #1CBF04 hsv(40,75%,1.56863%)
    100: (40,100%,1.17647%) #1CFF03 hsv(40,100%,1.17647%)
    10: (45,100%,1.56863%) #20FF04 hsv(45,100%,1.56863%)
    4: (48,100%,1.96078%) #22FF05 hsv(48,100%,1.96078%)
    1: (50,100%,2.35294%) #23FF06 hsv(50,100%,2.35294%)
    1: (60,2.73973%,28.6275%) #2B0749 hsv(60,2.73973%,28.6275%)
    1: (60,3.33333%,23.5294%) #2B093C hsv(60,3.33333%,23.5294%)
    1: (60,3.63636%,21.5686%) #2B0937 hsv(60,3.63636%,21.5686%)
    1: (60,7.69231%,10.1961%) #2B141A hsv(60,7.69231%,10.1961%)
    1: (60,9.09091%,8.62745%) #2B1716 hsv(60,9.09091%,8.62745%)
    4: (60,40%,1.96078%) #2B6605 hsv(60,40%,1.96078%)
    19: (60,50%,1.56863%) #2B8004 hsv(60,50%,1.56863%)
    73: (60,66.6667%,1.17647%) #2BAA03 hsv(60,66.6667%,1.17647%)
    578: (60,100%,0.392157%) #2BFF01 hsv(60,100%,0.392157%)
    269: (60,100%,0.784314%) #2BFF02 hsv(60,100%,0.784314%)
    1: (60,100%,1.17647%) #2BFF03 hsv(60,100%,1.17647%)
    3: (60,100%,1.56863%) #2BFF04 hsv(60,100%,1.56863%)
    1: (60,100%,2.35294%) #2BFF06 hsv(60,100%,2.35294%)
    1: (70,100%,2.35294%) #32FF06 hsv(70,100%,2.35294%)
    5: (72,100%,1.96078%) #33FF05 hsv(72,100%,1.96078%)
    21: (75,100%,1.56863%) #35FF04 hsv(75,100%,1.56863%)
    44: (80,100%,1.17647%) #39FF03 hsv(80,100%,1.17647%)
    3: (84,100%,1.96078%) #3CFF05 hsv(84,100%,1.96078%)
    118: (90,100%,0.784314%) #40FF02 hsv(90,100%,0.784314%)
    8: (90,100%,1.56863%) #40FF04 hsv(90,100%,1.56863%)
    1: (90,100%,2.35294%) #40FF06 hsv(90,100%,2.35294%)
    5: (96,100%,1.96078%) #44FF05 hsv(96,100%,1.96078%)
    2: (100,13.6364%,8.62745%) #472316 hsv(100,13.6364%,8.62745%)
    3: (100,60%,1.96078%) #479905 hsv(100,60%,1.96078%)
    11: (100,75%,1.56863%) #47BF04 hsv(100,75%,1.56863%)
    59: (100,100%,1.17647%) #47FF03 hsv(100,100%,1.17647%)
    11: (105,100%,1.56863%) #4AFF04 hsv(105,100%,1.56863%)
    2: (110,100%,2.35294%) #4EFF06 hsv(110,100%,2.35294%)
    1530: (120,100%,0.392157%) #55FF01 hsv(120,100%,0.392157%)
    479: (120,100%,0.784314%) #55FF02 hsv(120,100%,0.784314%)
    162: (120,100%,1.17647%) #55FF03 hsv(120,100%,1.17647%)
    123: (120,100%,1.56863%) #55FF04 hsv(120,100%,1.56863%)
    34: (120,100%,1.96078%) #55FF05 hsv(120,100%,1.96078%)
    16: (120,100%,2.35294%) #55FF06 hsv(120,100%,2.35294%)
    1: (120,100%,2.7451%) #55FF07 hsv(120,100%,2.7451%)
    2: (120,100%,3.13725%) #55FF08 hsv(120,100%,3.13725%)
    1: (130,100%,2.35294%) #5CFF06 hsv(130,100%,2.35294%)
    1: (132,62.5%,3.13725%) #5E9F08 hsv(132,62.5%,3.13725%)
    1: (132,71.4286%,2.7451%) #5EB607 hsv(132,71.4286%,2.7451%)
    2: (132,83.3333%,2.35294%) #5ED506 hsv(132,83.3333%,2.35294%)
    13: (132,100%,1.96078%) #5EFF05 hsv(132,100%,1.96078%)
    5: (135,100%,1.56863%) #60FF04 hsv(135,100%,1.56863%)
    19: (140,100%,1.17647%) #63FF03 hsv(140,100%,1.17647%)
    6: (144,100%,1.96078%) #66FF05 hsv(144,100%,1.96078%)
    1: (150,3.1746%,24.7059%) #6A083F hsv(150,3.1746%,24.7059%)
    1: (150,3.57143%,21.9608%) #6A0938 hsv(150,3.57143%,21.9608%)
    1: (150,8.33333%,9.41176%) #6A1518 hsv(150,8.33333%,9.41176%)
    2: (150,8.69565%,9.01961%) #6A1617 hsv(150,8.69565%,9.01961%)
    1: (150,9.09091%,8.62745%) #6A1716 hsv(150,9.09091%,8.62745%)
    1: (150,10%,7.84314%) #6A1A14 hsv(150,10%,7.84314%)
    1: (150,33.3333%,2.35294%) #6A5506 hsv(150,33.3333%,2.35294%)
    6: (150,40%,1.96078%) #6A6605 hsv(150,40%,1.96078%)
    34: (150,50%,1.56863%) #6A8004 hsv(150,50%,1.56863%)
    99: (150,66.6667%,1.17647%) #6AAA03 hsv(150,66.6667%,1.17647%)
    269: (150,100%,0.784314%) #6AFF02 hsv(150,100%,0.784314%)
    12: (150,100%,1.56863%) #6AFF04 hsv(150,100%,1.56863%)
    2: (150,100%,2.35294%) #6AFF06 hsv(150,100%,2.35294%)
    2: (154.286,100%,2.7451%) #6DFF07 hsv(154.286,100%,2.7451%)
    2: (156,100%,1.96078%) #6FFF05 hsv(156,100%,1.96078%)
    1: (160,40.9091%,8.62745%) #716816 hsv(160,40.9091%,8.62745%)
    44: (160,100%,1.17647%) #71FF03 hsv(160,100%,1.17647%)
    1: (165,16%,9.80392%) #752919 hsv(165,16%,9.80392%)
    1: (165,18.1818%,8.62745%) #752E16 hsv(165,18.1818%,8.62745%)
    1: (165,19.0476%,8.23529%) #753115 hsv(165,19.0476%,8.23529%)
    1: (165,33.3333%,4.70588%) #75550C hsv(165,33.3333%,4.70588%)
    1: (165,50%,3.13725%) #758008 hsv(165,50%,3.13725%)
    21: (165,100%,1.56863%) #75FF04 hsv(165,100%,1.56863%)
    3: (168,100%,1.96078%) #77FF05 hsv(168,100%,1.96078%)
    3: (170,100%,2.35294%) #78FF06 hsv(170,100%,2.35294%)
    1: (170.769,100%,10.1961%) #79FF1A hsv(170.769,100%,10.1961%)
    1: (171.818,73.3333%,11.7647%) #7ABB1E hsv(171.818,73.3333%,11.7647%)
    1: (175.862,76.3158%,14.902%) #7DC326 hsv(175.862,76.3158%,14.902%)
    1: (176.25,88.8889%,7.05882%) #7DE312 hsv(176.25,88.8889%,7.05882%)
